action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,273239,16308722,[],CHEMBL3707980,"Fluorescence Polarization (FP) Based Competitive Assay: Binding affinities of the present compounds to XIAP linker-BIR2-BIR3 (residues 120-356), cIAP1-BIR3 (residues 253-363), and cIAP-2 BIR3 (residues 238-349) proteins were determined by fluorescence polarization (FP) based competitive assays. For cIAP-1 BIR3 and cIAP-2 BIR3 assays, a fluorescently labeled Smac mimetic (Smac-2F) was used as the fluorescent probe. The Kd values of Smac-2F to cIAP-1 BIR3 and cIAP-2 BIR3 were determined by monitoring the total fluorescence polarization of mixtures composed with the fluorescent probe at a fixed concentration and proteins with increasing concentrations up to full saturation. Fluorescence polarization values were measured using the Infinite M-1000 plate reader (Tecan U.S., Research Triangle Park, N.C.) in Microfluor 2 96-well, black, round-bottom plates (Thermo Scientific). To each well, 1 nM of SMAC-2F and increasing concentrations of protein were added to a final volume of 125 ul in the assay buffer (100 mM potassium phosphate, pH 7.5).",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)NC(c4ccccc4)c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,,,CHEMBL3639096,,2014,,CHEMBL3699016,,CHEMBL3699016,,0,http://www.openphacts.org/units/Nanomolar,2576142,<,37,1,<,,IC50,nM,,300.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,300.0
,298674,16308759,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C(F)(F)c1cc2c(cn1)C(C)(C)CN2C(=O)CN1C[C@@H](C)NC[C@@H]1CN1CCCC1=O,,,CHEMBL3639218,,2015,"{'bei': '16.03', 'le': '0.31', 'lle': '4.92', 'sei': '11.13'}",CHEMBL3700079,,CHEMBL3700079,7.66,0,http://www.openphacts.org/units/Nanomolar,2577295,=,37,1,=,,IC50,nM,,22.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,22.0
,298622,16309410,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc32)[C@@H](C(F)F)CN1,,,CHEMBL3639218,,2015,"{'bei': '17.59', 'le': '0.33', 'lle': '4.32', 'sei': '15.55'}",CHEMBL3700001,,CHEMBL3700001,7.54,0,http://www.openphacts.org/units/Nanomolar,2577217,=,37,1,=,,IC50,nM,,29.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,29.0
,298659,16310554,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H]1CN[C@H](C)CN1CC(=O)N1C[C@@](C)(COC)c2ccc(Br)cc21,,,CHEMBL3639218,,2015,"{'bei': '14.75', 'le': '0.33', 'lle': '4.48', 'sei': '12.02'}",CHEMBL3700046,,CHEMBL3700046,6.50,0,http://www.openphacts.org/units/Nanomolar,2577262,=,37,1,=,,IC50,nM,,320.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,320.0
,298648,16311030,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Oc4ccccc4Cl)cc32)[C@@H](C(=O)N(C)C)CN1,,,CHEMBL3639218,,2015,"{'bei': '15.89', 'le': '0.31', 'lle': '4.82', 'sei': '9.90'}",CHEMBL3700029,,CHEMBL3700029,7.72,0,http://www.openphacts.org/units/Nanomolar,2577245,=,37,1,=,,IC50,nM,,19.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,19.0
,298571,16311170,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,CCS(=O)(=O)c1ccc2c(c1)N(C(=O)CN1C[C@@H](C)NC[C@@H]1COC)CC2(C)C,,,CHEMBL3639218,,2015,"{'bei': '14.88', 'le': '0.30', 'lle': '4.89', 'sei': '7.98'}",CHEMBL3699946,,CHEMBL3699946,6.30,0,http://www.openphacts.org/units/Nanomolar,2577159,=,37,1,=,,IC50,nM,,500.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,500.0
,298565,16311619,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CN(CC(=O)N2CC3(CC3)c3ccc(Cl)cc32)CCN1,,,CHEMBL3639218,,2015,"{'bei': '15.66', 'le': '0.31', 'lle': '3.00', 'sei': '14.08'}",CHEMBL3696519,,CHEMBL3696519,5.01,0,http://www.openphacts.org/units/Nanomolar,2573363,=,37,1,=,,IC50,nM,,9800.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,9800.0
,298614,16311745,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)CN(C(=O)CN2CCNC(CF)C2)c2cc(Cc3ccccc3)ncc21,,,CHEMBL3639218,,2015,"{'bei': '14.69', 'le': '0.27', 'lle': '3.28', 'sei': '12.02'}",CHEMBL3699994,,CHEMBL3699994,5.82,0,http://www.openphacts.org/units/Nanomolar,2577209,=,37,1,=,,IC50,nM,,1500.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,1500.0
,298679,16312589,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(C(F)(F)C4CCC4)cc32)[C@@H](CN2CCCC2=O)CN1,,,CHEMBL3639218,,2015,"{'bei': '15.68', 'le': '0.30', 'lle': '4.80', 'sei': '11.16'}",CHEMBL3700089,,CHEMBL3700089,7.68,0,http://www.openphacts.org/units/Nanomolar,2577305,=,37,1,=,,IC50,nM,,21.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,21.0
,298646,16312806,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CN(CC(=O)N2CC(C)(c3ccccc3)c3ccc(C#N)cc32)[C@@H](C(=O)N2CCOCC2)CN1,,,CHEMBL3639218,,2015,"{'bei': '14.12', 'le': '0.26', 'lle': '5.16', 'sei': '7.74'}",CHEMBL3700027,,CHEMBL3700027,6.89,0,http://www.openphacts.org/units/Nanomolar,2577243,=,37,1,=,,IC50,nM,,130.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,130.0
,273287,16312821,[],CHEMBL3707980,"Fluorescence Polarization (FP) Based Competitive Assay: Binding affinities of the present compounds to XIAP linker-BIR2-BIR3 (residues 120-356), cIAP1-BIR3 (residues 253-363), and cIAP-2 BIR3 (residues 238-349) proteins were determined by fluorescence polarization (FP) based competitive assays. For cIAP-1 BIR3 and cIAP-2 BIR3 assays, a fluorescently labeled Smac mimetic (Smac-2F) was used as the fluorescent probe. The Kd values of Smac-2F to cIAP-1 BIR3 and cIAP-2 BIR3 were determined by monitoring the total fluorescence polarization of mixtures composed with the fluorescent probe at a fixed concentration and proteins with increasing concentrations up to full saturation. Fluorescence polarization values were measured using the Infinite M-1000 plate reader (Tecan U.S., Research Triangle Park, N.C.) in Microfluor 2 96-well, black, round-bottom plates (Thermo Scientific). To each well, 1 nM of SMAC-2F and increasing concentrations of protein were added to a final volume of 125 ul in the assay buffer (100 mM potassium phosphate, pH 7.5).",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)N[C@H]4C[C@H](c5ccccc5)C4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)N[C@H]3C[C@H](c4ccccc4)C3)N2C1=O,,,CHEMBL3639096,,2014,,CHEMBL3699064,,CHEMBL3699064,,0,http://www.openphacts.org/units/Nanomolar,2576190,<,37,1,<,,IC50,nM,,1000.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,1000.0
,298546,16313579,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CN(CC(=O)N2CCc3ccc(S(=O)(=O)N(C)C)cc32)CCN1,,,CHEMBL3639218,,2015,"{'bei': '11.58', 'le': '0.23', 'lle': '4.12', 'sei': '5.82'}",CHEMBL3696501,,CHEMBL3696501,4.24,0,http://www.openphacts.org/units/Nanomolar,2573343,=,37,1,=,,IC50,nM,,57000.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,57000.0
,298682,16313639,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(F)(F)c1cnc2c(c1)N(C(=O)CN1C[C@@H](C)NC[C@@H]1CN1CCOCC1)CC2(C)C,,,CHEMBL3639218,,2015,"{'bei': '15.55', 'le': '0.30', 'lle': '4.84', 'sei': '12.60'}",CHEMBL3700094,,CHEMBL3700094,7.68,0,http://www.openphacts.org/units/Nanomolar,2577310,=,37,1,=,,IC50,nM,,21.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,21.0
,298575,16313908,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Cc3ccccc3)cc21,,,CHEMBL3639218,,2015,"{'bei': '18.93', 'le': '0.35', 'lle': '5.39', 'sei': '13.86'}",CHEMBL3600717,,CHEMBL3600717,8.00,1,http://www.openphacts.org/units/Nanomolar,2577163,=,37,1,=,,IC50,nM,,10.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,10.0
,273249,16314235,[],CHEMBL3707980,"Fluorescence Polarization (FP) Based Competitive Assay: Binding affinities of the present compounds to XIAP linker-BIR2-BIR3 (residues 120-356), cIAP1-BIR3 (residues 253-363), and cIAP-2 BIR3 (residues 238-349) proteins were determined by fluorescence polarization (FP) based competitive assays. For cIAP-1 BIR3 and cIAP-2 BIR3 assays, a fluorescently labeled Smac mimetic (Smac-2F) was used as the fluorescent probe. The Kd values of Smac-2F to cIAP-1 BIR3 and cIAP-2 BIR3 were determined by monitoring the total fluorescence polarization of mixtures composed with the fluorescent probe at a fixed concentration and proteins with increasing concentrations up to full saturation. Fluorescence polarization values were measured using the Infinite M-1000 plate reader (Tecan U.S., Research Triangle Park, N.C.) in Microfluor 2 96-well, black, round-bottom plates (Thermo Scientific). To each well, 1 nM of SMAC-2F and increasing concentrations of protein were added to a final volume of 125 ul in the assay buffer (100 mM potassium phosphate, pH 7.5).",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CC[C@H]5CC[C@@H](C(=O)NC(c6ccccc6)c6ccccc6)N5C(=O)[C@@H](NC(=O)[C@H](C)NC)C4)cc3)cc2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,,,CHEMBL3639096,,2014,,CHEMBL3699026,,CHEMBL3699026,,0,http://www.openphacts.org/units/Nanomolar,2576152,<,37,1,<,,IC50,nM,,100.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,100.0
,298662,16316201,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H]1CN[C@H](C)CN1CC(=O)N1C[C@@](C)(c2cc(C)no2)c2ccc(Cc3ccccc3)cc21,,,CHEMBL3639218,,2015,"{'bei': '16.29', 'le': '0.30', 'lle': '4.42', 'sei': '11.23'}",CHEMBL3700050,,CHEMBL3700050,7.96,0,http://www.openphacts.org/units/Nanomolar,2577266,=,37,1,=,,IC50,nM,,11.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,11.0
,298603,16316382,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Cc3cccc(F)c3)cc21,,,CHEMBL3639218,,2015,"{'bei': '17.64', 'le': '0.33', 'lle': '5.03', 'sei': '13.47'}",CHEMBL3699978,,CHEMBL3699978,7.77,0,http://www.openphacts.org/units/Nanomolar,2577193,=,37,1,=,,IC50,nM,,17.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,17.0
,298533,16316527,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc2c(c1)N(C(=O)CN1CCN[C@H](C)C1)CC2,,,CHEMBL3639218,,2015,"{'bei': '13.94', 'le': '0.26', 'lle': '2.21', 'sei': '11.81'}",CHEMBL3600726,,CHEMBL3600726,4.20,0,http://www.openphacts.org/units/Nanomolar,2573328,=,37,1,=,,IC50,nM,,63000.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,63000.0
,298626,16316635,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(-c3ccsc3)cc21,,,CHEMBL3639218,,2015,"{'bei': '17.04', 'le': '0.33', 'lle': '4.33', 'sei': '12.25'}",CHEMBL3700005,,CHEMBL3700005,7.07,0,http://www.openphacts.org/units/Nanomolar,2577221,=,37,1,=,,IC50,nM,,86.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,86.0
,298569,16316764,[],CHEMBL3707783,"In vitro Competitive Displacement Binding Assays : Modified SMAC peptides and compounds were tested for their ability to displace the fluorescent tracer from either XIAP, clAP-1 or clAP-2. BIR3 domains of clAP-1 , clAP-2 and XIAP were incubated with test compounds or SMAC based peptides and their respective peptide probes (Peptide Protein Research) in assay buffer (50mM Hepes pH 7.5, 0.025% Tween-20, 0.01 % BSA, and 1 mM DTT). Positive controls consisted of BIR3 proteins and tracer (no inhibition) and negative controls contained tracer only (100% inhibition). The samples were incubated at room temperature for 1 hr (XIAP and clAP-2) or 3hrs (clAP-1 ) prior to being read in the BMG Pherastar in Fluorescence Polarization mode (FP 485nm, 520nm, 520nm).",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cc(F)c(S(=O)(=O)C4CC4)cc32)CCN1,,,CHEMBL3639218,,2015,"{'bei': '13.92', 'le': '0.28', 'lle': '4.02', 'sei': '8.17'}",CHEMBL3699944,,CHEMBL3699944,5.70,0,http://www.openphacts.org/units/Nanomolar,2577157,=,37,1,=,,IC50,nM,,2000.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,2000.0
